chain,venue,borrowers_90d,borrow_usd_90d,ls1,ls24,dr7,or7,top25_share,repeat_rate,n_borrows,ls24_event_rate,ls24_event_ci95_low,ls24_event_ci95_high
ethereum,morpho_blue,340,339550671.28883123,0.0049810447932350805,0.006601003604113673,0.05884214361736968,0.0,0.9310289832549363,0.37058823529411766,1451,0.06202618883528601,0.05073428819653,0.07563108381372874
